# Busbibliotheek database versie 29 maart 2026
"vehicle_id";"bus";"license_plate";"id_date";"ud_date";"owner";"spotted";"hansea_id";"intern_id";"VIN";"hide-vin";"old_vehicle_id";"old_license_plate";"operator";"notes"
"550242";"VDL-Jonckheere Transit 2000";"NBW-173";"9/01/2004";"17/10/2023";"Deceuninck Auto's (Hansea Roeselare)";0;"6742";"/";"/";0;"/";"/";"De Lijn";
"550243";"VDL-Jonckheere Transit 2000";"PMU-601";"28/04/2004";"/";"Deceuninck Auto's (Hansea Roeselare)";0;"6743";"/";"/";0;"/";"/";"De Lijn";
"550248";"Jonckheere Transit 2000";"YGZ-767";"3/04/2008";"/";"Deceuninck Auto's (Hansea Roeselare)";1;"6748";"/";"/";0;"/";"/";"De Lijn";
"550249";"Mercedes-Benz Citaro G Facelift";"YRE-465";"12/08/2008";"/";"Deceuninck Auto's (Hansea Roeselare)";1;"6749";"/";"/";0;"/";"/";"De Lijn";"Rijdt bij Geenens Vloesberg voor TEC met nieuwe livery."
"550250";"Mercedes-Benz Citaro LE Facelift";"1-BRY-820";"24/08/2011";"/";"Deceuninck Auto's (Hansea Roeselare)";1;"6750";"/";"/";0;"/";"/";"De Lijn";
"550251";"VDL Bus & Coach Transit 2000";"1-FLL-983";"7/08/2013";"/";"Deceuninck Auto's (Hansea Roeselare)";1;"6751";"/";"/";0;"/";"/";"De Lijn";
"550252";"VDL Bus & Coach Transit 2000";"1-FLL-989";"7/08/2013";"/";"Deceuninck Auto's (Hansea Roeselare)";1;"6752";"/";"/";0;"/";"/";"De Lijn";
"550253";"VDL Bus & Coach Transit 2000";"1-GFH-761";"23/01/2014";"/";"Deceuninck Auto's (Hansea Roeselare)";1;"6753";"/";"/";0;"/";"/";"De Lijn";
"550255";"MAN Lion's City A21";"1-TSH-322";"29/01/2018";"/";"Deceuninck Auto's (Hansea Roeselare)";0;"6755";"/";"/";0;"/";"/";"De Lijn";
"550256";"MAN Lion's City A21";"1-TUB-742";"13/02/2018";"/";"Deceuninck Auto's (Hansea Roeselare)";0;"6756";"/";"/";0;"/";"/";"De Lijn";
"5503";"Van Hool newA360K";"1-BVI-273";"13/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550306";"Jonckheere Transit 2000";"HUQ-117";"10/12/2002";"8/03/2024";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550308";"VDL-Jonckheere Transit 2000";"PGM-280";"5/03/2004";"24/01/2025";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";"Schoolbus, vervangbus spoorweg, vol graffiti."
"550309";"VDL Bus & Coach Citea SLE-120";"2-HKQ-390";"20/08/2012";"/";"Coach Partners";1;"/";"/";"/";0;"/";"1-DTD-163";"De Lijn";
"550310";"VDL Bus & Coach Citea SLE-120";"1-DTC-934";"20/08/2012";"/";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";"Huurbus bij De Lijn Gentbrugge van september tot december 2025."
"550311";"VDL Bus & Coach Citea SLE-120";"1-DTC-953";"20/08/2012";"/";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";"Huurbus bij De Lijn Gentbrugge september-oktober 2025."
"550312";"VDL Bus & Coach Citea SLE-120";"1-DTD-166";"20/08/2012";"2/02/2026";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550313";"VDL Bus & Coach Citea SLE-120";"1-GAF-588";"4/12/2013";"/";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550314";"VDL-Jonckheere Transit 2000";"XYQ-435";"6/12/2007";"/";"Coach Partners";1;"/";"/";"/";0;"502601";"/";"De Lijn";
"550316";"VDL Bus & Coach Citea SLE-120";"2-JBK-008";"19/12/2017";"/";"Coach Partners";1;"/";"/";"/";0;"/";"1-TNA-835";"De Lijn";"Huurbus bij De Lijn Gentbrugge van september tot december 2025, vervangt 550311."
"550317";"VDL Bus & Coach Citea SLE-120";"1-TUD-268";"14/02/2018";"/";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550318";"VDL Bus & Coach Citea SLE-120";"1-TUD-544";"14/02/2018";"/";"Coach Partners";1;"/";"/";"/";0;"/";"/";"De Lijn";
"5504";"Van Hool newA360K";"1-BVI-310";"13/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550426";"Van Hool A600";"JHI-223";"1/06/1996";"18/06/2013";"Emiel Lenoir (Ferry Cars)";0;"/";"/";"/";0;"364126";"CFE-031";"De Lijn";
"550427";"Van Hool A600";"1-GCC-979";"1/01/2000";"/";"**Onbekend**";0;"/";"/";"/";0;"364127";"HZM-877, SLF-196";"De Lijn";
"550428";"Mercedes-Benz Conecto";"1-KUR-130";"29/05/2002";"17/01/2017";"**Onbekend**";0;"/";"/";"/";0;"364128";"1-JAL-918, HZQ-837, GIS-364";"De Lijn";
"550429";"Mercedes-Benz Conecto";"HYM-215";"7/11/2002";"2/09/2013";"Emiel Lenoir (Ferry Cars)";0;"/";"/";"/";0;"302113";"/";"De Lijn";
"550431";"Mercedes-Benz Citaro G Facelift";"2-HPL-869";"6/06/2007";"/";"Technobus.be";1;"/";"/";"WEB62828310600999";0;"/";"2-ERR-869, 2-EJP-912, XJA-770";"De Lijn";"Oude eigenaar: Emiel Lenoir, was reservebus bij Ferry Cars Eeklo, was uitgeleend aan regie Ieper sinds september 2024, 3/03/2025 terug naar Eeklo buiten dienst, 2de nummer: 1508"
"550432";"Mercedes-Benz Citaro G Facelift";"2-ERR-842";"1/08/2007";"13/03/2025";"Emiel Lenoir (Ferry Cars)";1;"/";"/";"/";0;"/";"XQH-250";"De Lijn";"Was uitgeleend aan regie Ieper, oud nummerplaat: XQH-250, plukbus"
"550433";"Mercedes-Benz Citaro LE Facelift";"2-HLF-666";"7/04/2008";"/";"Technobus.be";1;"/";"/";"/";0;"/";"2-HDY-689, YGS-426";"De Lijn";"Oude eigenaar: Emiel Lenoir, was reservebus Ferry Cars."
"550434";"Mercedes-Benz Citaro LE Facelift";"1-BIN-374";"8/06/2011";"29/08/2025";"Emiel Lenoir (Ferry Cars)";1;"/";"/";"WEB62858313122319";0;"/";"/";"De Lijn";"Was reservebus bij Ferry Cars Eeklo."
"550435";"Mercedes-Benz Citaro LE Facelift";"1-BRC-133";"24/08/2011";"/";"Emiel Lenoir (Ferry Cars)";1;"/";"/";"WEB62858313122567";0;"/";"/";"De Lijn";"Reservebus bij Ferry Cars"
"550436";"MAN Lion's City A21";"1-FJC-901";"12/07/2013";"17/07/2025";"Emiel Lenoir (Ferry Cars)";1;"/";"/";"/";0;"/";"/";"De Lijn";"Was reservebus bij Ferry Cars Eeklo. Nu plukbus"
"550437";"Mercedes-Benz Conecto";"HXQ-107";"4/11/2002";"26/10/2017";"Emiel Lenoir (Ferry Cars)";0;"/";"/";"/";0;"/";"/";"De Lijn";"Bus verkocht aan Scholengroep Roeselare."
"550438";"MAN Lion's City A21";"1-FUY-115";"4/11/2013";"30/07/2025";"Emiel Lenoir (Ferry Cars)";1;"/";"/";"/";0;"/";"/";"De Lijn";"Was reservebus bij Ferry Cars Eeklo. Nu plukbus"
"5505";"Van Hool newA360K";"1-BVI-306";"13/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550518";"Mercedes-Benz Citaro";"8855P";"25/08/2005";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"WEB62804313106712";1;"/";"/";"De Lijn";
"550519";"Mercedes-Benz Citaro";"VAM-799";"14/03/2006";"15/06/2021";"Demuynck & Vansteelandt (bus.be)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550520";"VDL-Jonckheere Transit 2000";"VEQ-860";"9/05/2006";"4/07/2025";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550521";"Mercedes-Benz Citaro G Facelift";"VWA-661";"14/02/2008";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550522";"Volvo 7700A";"632P2";"19/08/2008";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550523";"VDL-Jonckheere Transit 2000";"1-AGL-371";"4/01/2011";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"YV3R6M3208A124397";1;"/";"/";"De Lijn";
"550524";"Van Hool newA360H";"1-GAG-613";"5/12/2013";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550525";"VDL Bus & Coach Citea SLE-120";"1-GBB-394";"12/12/2013";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550526";"VDL Bus & Coach Citea SLE-120";"1-JHB-430";"17/12/2014";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550527";"VDL Bus & Coach Citea SLE-120";"1-JLC-815";"15/01/2015";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550528";"Iveco Crossway LE 12m";"1-TRB-493";"18/01/2018";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550529";"Iveco Crossway LE 12m";"1-TRB-569";"18/01/2018";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550530";"Iveco Crossway LE 12m";"1-ULL-688";"6/06/2018";"/";"Demuynck & Vansteelandt (bus.be)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"5506";"Van Hool newA360K";"1-PLR-533";"13/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"1-BVI-298";"De Lijn";
"550615";"Van Hool newA360";"XPP-058";"4/10/2006";"/";"Verleyen (Hansea Torhout)";0;"3073";"/";"/";0;"440873";"VRK-162";"De Lijn";
"550616";"MAN Lion's City A21";"XYS-922";"22/01/2008";"31/10/2024";"Verleyen (Hansea Torhout)";0;"6316";"/";"/";0;"/";"/";"De Lijn";
"550617";"VDL Bus & Coach Citea SLE-120";"2-JFW-144";"28/02/2012";"/";"Mebis (Hansea Hasselt)";0;"6317";"/";"/";0;"/";"1-CTZ-620";"De Lijn";
"550618";"VDL Bus & Coach Citea SLE-120";"2-HFL-545";"11/10/2013";"/";"Gruson Autobus (Hansea Ieper)";1;"6118";"/";"/";0;"/";"1-FSO-876";"De Lijn";
"550676";"MAN Lion's City A21";"ONBEKEND";"19/02/2018";"/";"Van Coillie (Hansea Torhout)";0;"6176";"/";"/";0;"/";"1-TUU-014";"De Lijn";
"550679";"MAN Lion's City A21";"1-UHW-346";"16/05/2018";"/";"Van Coillie (Hansea Torhout)";0;"6179";"/";"/";0;"/";"/";"De Lijn";
"550680";"MAN Lion's City A21";"1-UGH-392";"2/05/2018";"/";"Van Coillie (Hansea Torhout)";1;"6180";"/";"/";0;"/";"/";"De Lijn";
"550684";"MAN Lion's City A21";"2-HVX-229";"16/05/2018";"/";"De Polder (Hansea Antwerpen)";0;"6184";"/";"/";0;"/";"1-UHW-469";"De Lijn";
"550685";"MAN Lion's City A21";"1-UUL-355";"30/07/2018";"/";"Van Coillie (Hansea Torhout)";1;"6185";"/";"/";0;"/";"/";"De Lijn";
"550686";"MAN Lion's City A21";"1-UUL-390";"30/07/2018";"/";"Van Coillie (Hansea Torhout)";1;"6186";"/";"/";0;"/";"/";"De Lijn";
"550687";"MAN Lion's City A21";"1-UUL-402";"30/07/2018";"/";"Van Coillie (Hansea Torhout)";1;"6187";"/";"/";0;"/";"/";"De Lijn";
"550688";"MAN Lion's City A21";"1-UUL-332";"30/07/2018";"/";"Van Coillie (Hansea Torhout)";0;"6188";"/";"/";0;"/";"/";"De Lijn";
"550689";"MAN Lion's City A21";"1-VAF-289";"7/09/2018";"/";"Van Coillie (Hansea Torhout)";1;"6189";"/";"/";0;"/";"/";"De Lijn";
"5507";"Van Hool newA360K";"1-BVI-297";"13/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550710";"Van Hool newA360H";"YHF-100";"23/05/2008";"/";"Mandel Car";1;"/";"/";"/";0;"/";"/";"De Lijn";"Logo's van De Lijn zijn wit geschilderd."
"550711";"Mercedes-Benz Citaro G Facelift";"7463P";"1/08/2008";"/";"Mandel Car";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550712";"Mercedes-Benz Citaro G Facelift";"225P2";"25/08/2008";"/";"Mandel Car";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550713";"Van Hool newA360H";"1-EKG-447";"4/01/2013";"/";"Mandel Car";1;"/";"/";"/";0;"/";"/";"De Lijn";"Logo's van De Lijn zijn wit geschilderd."
"550714";"Van Hool newA360H";"1-FNH-322";"28/08/2013";"/";"Mandel Car";1;"/";"/";"YE236002N53D65627";0;"/";"/";"De Lijn";"Logo's van De Lijn zijn wit geschilderd."
"550715";"VDL Bus & Coach Citea SLE-120";"1-RJB-246";"3/01/2017";"/";"Mandel Car";1;"/";"/";"XNL403E100C004100";0;"/";"/";"De Lijn";
"550716";"Iveco Crossway LE 12m";"1-TPD-583";"3/01/2018";"/";"Mandel Car";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550763";"VDL-Jonckheere Transit 2000";"HUW-129";"17/03/2010";"/";"De Meibloem";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550764";"VDL-Jonckheere Transit 2000";"HUW-136";"17/03/2010";"8/07/2025";"De Meibloem";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550766";"VDL-Jonckheere Citea CLE-120";"1-ATB-202";"18/03/2011";"2/07/2025";"De Meibloem";1;"/";"/";"/";0;"/";"/";"De Lijn";
"5508";"Van Hool newA360K";"1-BVI-289";"13/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550815";"Van Hool newAG300";"JIP-022";"11/09/2007";"23/12/2025";"Parmentier Autobus";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550816";"Van Hool newAG300";"3399P";"22/11/2007";"/";"Parmentier Autobus";1;"/";"/";"YE231801N87M62736";0;"/";"/";"De Lijn";
"550818";"Mercedes-Benz Citaro LE Facelift";"1-FXG-558";"26/11/2013";"/";"Parmentier Autobus";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550819";"Mercedes-Benz Citaro LE Facelift";"1-GBX-474";"20/12/2013";"/";"Parmentier Autobus";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550820";"Mercedes-Benz Citaro G C2";"1-GPB-784";"24/03/2014";"/";"Parmentier Autobus";1;"/";"/";"/";0;"/";"/";"De Lijn";
"550821";"MAN Lion's City A21";"1-THK-633";"8/11/2017";"/";"Parmentier Autobus";1;"/";"/";"WMAA21ZZ2JF005563";0;"/";"/";"De Lijn";
"550822";"MAN Lion's City A21";"1-THK-680";"8/11/2017";"/";"Parmentier Autobus";1;"/";"/";"WMAA21ZZ8JF005566";0;"/";"/";"De Lijn";
"550823";"MAN Lion's City A21";"1-TTS-722";"9/02/2018";"/";"Parmentier Autobus";1;"/";"/";"/";0;"/";"/";"De Lijn";
"5509";"Van Hool newA360K";"1-BVI-286";"13/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"550950";"VDL Bus & Coach Citea SLE-120";"1-FSO-934";"11/10/2013";"/";"Van Coillie (Hansea Torhout)";1;"6150";"/";"/";0;"/";"/";"De Lijn";
"550951";"VDL Bus & Coach Citea SLE-120";"1-FSO-898";"11/10/2013";"/";"Van Coillie (Hansea Torhout)";1;"6151";"/";"/";0;"/";"/";"De Lijn";
"550952";"VDL Bus & Coach Citea SLE-120";"1-FSO-864";"11/10/2013";"/";"Van Coillie (Hansea Torhout)";1;"6152";"/";"/";0;"/";"/";"De Lijn";
"550953";"VDL Bus & Coach Citea SLE-120";"1-FXZ-103";"3/12/2013";"/";"Van Coillie (Hansea Torhout)";0;"6153";"/";"/";0;"/";"/";"De Lijn";
"550978";"MAN Lion's City A21";"1-UHW-168";"16/05/2018";"/";"Van Coillie (Hansea Torhout)";0;"6178";"/";"/";0;"/";"/";"De Lijn";
"550981";"MAN Lion's City A21";"1-UMD-548";"12/06/2018";"/";"Van Coillie (Hansea Torhout)";0;"6181";"/";"/";0;"/";"/";"De Lijn";
"550982";"MAN Lion's City A21";"1-UHW-497";"16/05/2018";"/";"Van Coillie (Hansea Torhout)";1;"6182";"/";"/";0;"/";"/";"De Lijn";
"550983";"MAN Lion's City A21";"2-HTP-792";"18/06/2018";"/";"De Polder (Hansea Antwerpen)";1;"6183";"/";"/";0;"/";"1-UMU-533";"De Lijn";"https://www.hln.be/antwerpen/antwerpse-politie-neemt-niet-verzekerde-bus-van-de-lijn-in-beslag-papieren-waren-van-ander-voertuig~a59dacde/"
"550993";"Van Hool newAG300";"YDT-911";"26/06/2007";"29/04/2024";"Van Coillie (Hansea Torhout)";0;"6193";"/";"/";0;"105093";"XQU-631, XNH-442";"De Lijn";
"550994";"Van Hool newAG300";"YZN-407";"10/03/2009";"28/12/2024";"Van Coillie (Hansea Torhout)";0;"6194";"/";"/";0;"/";"/";"De Lijn";"Ongeval op 12/10/2024: https://www.hln.be/torhout/bestuurder-ramt-vluchtheuvel-in-torhout-waarna-wagen-in-brand-vliegt-ook-bus-van-de-lijn-raakt-beschadigd~a585c349/"
"550995";"Van Hool newAG300";"1-KDJ-095";"13/11/2013";"/";"Katriva (Hansea Diksmuide)";0;"7167";"/";"/";0;"220867";"1-FVW-230";"De Lijn";
"5510";"Van Hool newA360K";"1-BVI-283";"13/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"551083";"VDL-Jonckheere Transit 2000";"1-STU-885";"10/12/2008";"14/03/2025";"Gino Tours (Keolis)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"551084";"Mercedes-Benz Citaro G Facelift";"1-SSR-796";"3/04/2009";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"551085";"Mercedes-Benz Citaro";"354-AZD";"11/02/1998";"29/07/2013";"Gino Tours (Keolis)";0;"/";"/";"/";0;"551076";"PBQ-239";"De Lijn";
"551086";"Mercedes-Benz Citaro LE Facelift";"1-SUE-854";"10/09/2012";"/";"Gino Tours (Keolis)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"551087";"Mercedes-Benz Citaro G Facelift";"1-SSR-736";"3/07/2013";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"551088";"Mercedes-Benz Citaro LE Facelift";"1-SYH-973";"31/07/2013";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";"Rijdt bij Parmentier garage Zulte."
"551089";"Mercedes-Benz Citaro LE Facelift";"1-STJ-576";"31/07/2013";"/";"Gino Tours (Keolis)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"551090";"Mercedes-Benz Citaro LE Facelift";"1-SUY-217";"31/07/2013";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"551091";"Mercedes-Benz Citaro LE C2";"1-SSR-750";"11/09/2014";"/";"Gino Tours (Keolis)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"551093";"Mercedes-Benz Citaro LE C2";"1-SZR-458";"14/03/2017";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"551094";"Mercedes-Benz Citaro LE C2";"1-SHA-594";"11/05/2017";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"551095";"Mercedes-Benz Citaro LE C2";"1-SHD-587";"12/05/2017";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"551096";"Mercedes-Benz Citaro LE C2";"1-STB-345";"7/07/2017";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"551097";"Mercedes-Benz Citaro LE C2";"1-TDT-676";"4/10/2017";"/";"Gino Tours (Keolis)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"5511";"Van Hool newA360K";"1-BVI-277";"13/09/2011";"/";"De Lijn (eigen beheer)";1;"/";"/";"/";0;"/";"/";"De Lijn";
"551166";"VDL Bus & Coach Citea SLE-120";"1-EYZ-838";"25/04/2013";"/";"Van Coillie (Hansea Torhout)";1;"6266";"/";"/";0;"/";"/";"De Lijn";
"551167";"VDL Bus & Coach Citea SLE-120";"2-JBX-130";"11/10/2013";"/";"Mebis (Hansea Hasselt)";0;"6267";"/";"/";0;"/";"2-HNW-748";"De Lijn";
"551168";"VDL Bus & Coach Citea SLE-120";"2-HNW-748";"11/10/2013";"/";"VBM (Hansea Lommel)";0;"6268";"/";"/";0;"/";"1-FSO-916";"De Lijn";
"551169";"VDL Bus & Coach Citea SLE-120";"ONBEKEND";"11/10/2013";"/";"VBM (Hansea Lommel)";1;"6269";"/";"/";0;"/";"1-FSO-794";"De Lijn";
"551170";"VDL Bus & Coach Citea SLE-120";"2-JGR-461";"3/12/2013";"/";"Jacobs Autocars (Hansea Genk)";1;"6270";"/";"/";0;"/";"1-FXZ-114";"De Lijn";
"551171";"Scania Citywide LE 12m";"1-JGS-843";"15/12/2014";"/";"De Voeght (Hansea Kampenhout)";0;"6270";"/";"/";0;"/";"/";"De Lijn";
"551172";"Scania Citywide LE 12m";"1-JJA-775";"30/12/2014";"/";"De Voeght (Hansea Kampenhout)";0;"6271";"/";"/";0;"/";"/";"De Lijn";
"551173";"MAN Lion's City A21";"1-TSD-886";"26/01/2018";"/";"Hansea";0;"6272";"/";"/";0;"/";"/";"De Lijn";
"551174";"MAN Lion's City A21";"ONBEKEND";"2/02/2018";"/";"Hansea Dilbeek";1;"6273";"/";"/";0;"/";"1-TSX-449";"De Lijn";
"551175";"MAN Lion's City A21";"1-TTY-093";"12/02/2018";"/";"Hansea Londerzeel";1;"6275";"/";"/";0;"/";"/";"De Lijn";
"551177";"MAN Lion's City A21";"1-UHW-202";"16/05/2018";"/";"Hansea Londerzeel";0;"6277";"/";"/";0;"/";"/";"De Lijn";
"5512";"Van Hool newA360K";"1-BUJ-948";"6/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5513";"Van Hool newA360K";"1-BUJ-924";"9/06/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5514";"Van Hool newA360K";"1-BUJ-928";"9/06/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5515";"Van Hool newA360K";"1-BUJ-929";"9/06/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5516";"Van Hool newA360K";"1-BUJ-934";"9/06/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5517";"Van Hool newA360K";"1-BUJ-942";"9/06/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5518";"Van Hool newA360K";"1-BVN-334";"14/09/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5519";"Van Hool newA360K";"1-CBG-212";"10/11/2011";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5520";"Van Hool newAG300";"020-BRE";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5521";"Van Hool newAG300";"142-BRE";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5522";"Van Hool newAG300";"933-BRD";"14/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5523";"Van Hool newAG300";"932-BRD";"14/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5524";"Van Hool newAG300";"931-BRD";"14/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5525";"Van Hool newAG300";"930-BRD";"14/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5526";"Van Hool newAG300";"929-BRD";"14/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5527";"Van Hool newAG300";"928-BRD";"14/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5528";"Van Hool newAG300";"927-BRD";"14/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5529";"Van Hool newAG300";"925-BRD";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5530";"Van Hool newAG300";"148-BRE";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5531";"Van Hool newAG300";"147-BRE";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5532";"Van Hool newAG300";"146-BRE";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5533";"Van Hool newAG300";"145-BRE";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5534";"Van Hool newAG300";"144-BRE";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5535";"Van Hool newAG300";"143-BRE";"15/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5536";"Van Hool newAG300";"CFW-566";"23/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5537";"Van Hool newAG300";"CFW-571";"23/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5538";"Van Hool newAG300";"CFW-575";"23/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5539";"Van Hool newAG300";"524-BUK";"30/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5540";"Van Hool newAG300";"522-BUK";"30/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5541";"Van Hool newAG300";"525-BUK";"30/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5542";"Van Hool newAG300";"739-BUK";"7/01/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5543";"Van Hool newAG300";"602-BUK";"30/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5544";"Van Hool newAG300";"600-BUK";"30/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5545";"Van Hool newAG300";"601-BUK";"30/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5546";"Van Hool newAG300";"646-BRG";"24/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
"5547";"Van Hool newAG300";"645-BRG";"24/06/2010";"/";"De Lijn (eigen beheer)";0;"/";"/";"/";0;"/";"/";"De Lijn";
